scientificName,animal,Movement,migratory,migratory.nomadic,populationTrend,decline,EOO,Pac_Americas,Cen_Americas,Atl_Americas,Eas_Atlantic,Black_Sea,Eas_Africa,Cen_Asia,Eas_Asia,American,AfroPal,Asian,Artificial,Coastal,Forest,Grassland,Savanna,Shrubland,Wetlands,Hemisphere5,Hemisphere,Flyway
Sylvia melanothorax,Sylvia_melanothorax,Full Migrant,1,1,Decreasing,1,NA,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,2,1,2
Sylvia mystacea,Sylvia_mystacea,Full Migrant,1,1,Stable,0,NA,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,2,1,6
Sylvia nana,Sylvia_nana,Full Migrant,1,1,Stable,0,NA,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,6
Sylvia nigricapillus,Lioptilus_nigricapillus,Altitudinal Migrant,0,1,Decreasing,1,337000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,3,2,2
Sylvia nisoria,Sylvia_nisoria,Full Migrant,1,1,Stable,0,NA,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,2,1,6
Sylvia ruppeli,Sylvia_rueppelli,Full Migrant,1,1,Decreasing,1,NA,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,2
Sylvia sarda,Sylvia_sarda,Full Migrant,1,1,Stable,0,NA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,2
Sylvia subalpina,Sylvia_cantillans,Full Migrant,1,1,Increasing,0,NA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,2
Sylvia subcoerulea,Sylvia_subcaerulea,Not a Migrant,0,0,Stable,0,NA,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,3,2,2
Sylvia undata,Sylvia_undata,Not a Migrant,0,0,Decreasing,1,NA,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,2
Sylvietta brachyura,Sylvietta_brachyura,Not a Migrant,0,0,Stable,0,9710000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,5,3,2
Sylvietta denti,Sylvietta_denti,Not a Migrant,0,0,Stable,0,5730000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,3,2,2
Sylvietta isabellina,Sylvietta_isabellina,Not a Migrant,0,0,Stable,0,1430000,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,3,2,2
Sylvietta leucophrys,Sylvietta_leucophrys,Not a Migrant,0,0,Decreasing,1,614000,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,3,2,2
Sylvietta leucopsis,Sylvietta_brachyura,Not a Migrant,0,0,Stable,0,2550000,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,3,2,2
Sylvietta philippae,Sylvietta_philippae,Not a Migrant,0,0,Stable,0,395000,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,3,2,2
Sylvietta rufescens,Sylvietta_rufescens,Not a Migrant,0,0,Stable,0,6850000,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3,2,2
Sylvietta ruficapilla,Sylvietta_ruficapilla,Not a Migrant,0,0,Stable,0,3870000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,3,2,2
Sylvietta virens,Sylvietta_virens,Not a Migrant,0,0,Decreasing,1,9330000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,3,2,2
Sylvietta whytii,Sylvietta_whytii,Not a Migrant,0,0,Decreasing,1,4170000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,3,2,2
Sylviorthorhynchus desmurii,Sylviorthorhynchus_desmursii,Full Migrant,1,1,Decreasing,1,537000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,1
Sylviorthorhynchus yanacensis,Leptasthenura_yanacensis,Not a Migrant,0,0,Decreasing,1,795000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,1
Sylviparus modestus,Sylviparus_modestus,Altitudinal Migrant,0,1,Stable,0,5650000,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,5,3,4
Syma megarhyncha,Syma_megarhyncha,Not a Migrant,0,0,Decreasing,1,496000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Syma torotoro,Syma_torotoro,Not a Migrant,0,0,Decreasing,1,1850000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Symposiachrus ateralbus,Monarcha_verticalis,Not a Migrant,0,0,Decreasing,1,187,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,2,4
Symposiachrus axillaris,Monarcha_axillaris,Not a Migrant,0,0,Decreasing,1,735000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Symposiachrus barbatus,Monarcha_barbatus,Not a Migrant,0,0,Decreasing,1,126000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Symposiachrus boanensis,Monarcha_boanensis,Not a Migrant,0,0,Decreasing,1,14,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,2,4
Symposiachrus brehmii,Monarcha_brehmii,Not a Migrant,0,0,Decreasing,1,3600,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Symposiachrus browni,Monarcha_browni,Not a Migrant,0,0,Decreasing,1,14800,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Symposiachrus everetti,Monarcha_everetti,Not a Migrant,0,0,Decreasing,1,280,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Symposiachrus guttula,Monarcha_guttula,Not a Migrant,0,0,Decreasing,1,1460000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Symposiachrus infelix,Monarcha_infelix,Not a Migrant,0,0,Decreasing,1,13800,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,2,4
Symposiachrus julianae,Monarcha_julianae,Not a Migrant,0,0,Decreasing,1,240,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Symposiachrus leucurus,Monarcha_leucurus,Not a Migrant,0,0,Decreasing,1,3200,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Symposiachrus loricatus,Monarcha_loricatus,Not a Migrant,0,0,Stable,0,9100,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Symposiachrus malaitae,Monarcha_manadensis,Not a Migrant,0,0,Decreasing,1,6000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Symposiachrus manadensis,Monarcha_manadensis,Not a Migrant,0,0,Decreasing,1,950000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Symposiachrus mundus,Monarcha_mundus,Not a Migrant,0,0,Decreasing,1,34000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Symposiachrus rubiensis,Monarcha_rubiensis,Not a Migrant,0,0,Decreasing,1,670000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Symposiachrus sacerdotum,Monarcha_sacerdotum,Not a Migrant,0,0,Decreasing,1,1100,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Symposiachrus trivirgatus,Monarcha_trivirgatus,Full Migrant,1,1,Stable,0,7280000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Symposiachrus verticalis,Monarcha_verticalis,Not a Migrant,0,0,Stable,0,161000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,2,4
Symposiachrus vidua,Monarcha_viduus,Not a Migrant,0,0,Decreasing,1,5100,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Synallaxis albescens,Synallaxis_albescens,Full Migrant,1,1,Stable,0,17000000,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,3,2,1
Synallaxis albigularis,Synallaxis_albigularis,Not a Migrant,0,0,Increasing,0,2350000,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,2,1
Synallaxis albilora,Synallaxis_albilora,Not a Migrant,0,0,Decreasing,1,274000,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3,2,1
Synallaxis azarae,Synallaxis_azarae,Not a Migrant,0,0,Stable,0,4010000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Synallaxis beverlyae,Synallaxis_albigularis,Unknown,0,1,Stable,0,60700,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,2,1
Synallaxis brachyura,Synallaxis_brachyura,Not a Migrant,0,0,Stable,0,1690000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,3,2,1
Synallaxis cabanisi,Synallaxis_cabanisi,Not a Migrant,0,0,Decreasing,1,416000,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Synallaxis candei,Synallaxis_candei,Not a Migrant,0,0,Decreasing,1,256000,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Synallaxis castanea,Synallaxis_castanea,Not a Migrant,0,0,Stable,0,2790,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Synallaxis cherriei,Synallaxis_cherriei,Not a Migrant,0,0,Decreasing,1,4040000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Synallaxis chinchipensis,Synallaxis_stictothorax,Not a Migrant,0,0,Stable,0,19000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,1
Synallaxis cinerascens,Synallaxis_cinerascens,Not a Migrant,0,0,Decreasing,1,1550000,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Synallaxis cinerea,Synallaxis_whitneyi,Not a Migrant,0,0,Decreasing,1,89800,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Synallaxis cinnamomea,Synallaxis_cinnamomea,Not a Migrant,0,0,Stable,0,557000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Synallaxis courseni,Synallaxis_courseni,Not a Migrant,0,0,Stable,0,1940,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Synallaxis erythrothorax,Synallaxis_erythrothorax,Not a Migrant,0,0,Stable,0,682000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Synallaxis frontalis,Synallaxis_frontalis,Full Migrant,1,1,Increasing,0,7840000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,3,2,1
Synallaxis fuscorufa,Synallaxis_fuscorufa,Not a Migrant,0,0,Stable,0,5280,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Synallaxis gujanensis,Synallaxis_gujanensis,Not a Migrant,0,0,Decreasing,1,7270000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,3,2,1
Synallaxis hellmayri,Gyalophylax_hellmayri,Not a Migrant,0,0,Decreasing,1,368000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,1
Synallaxis hypochondriaca,Siptornopsis_hypochondriaca,Not a Migrant,0,0,Decreasing,1,16500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1
Synallaxis hypospodia,Synallaxis_hypospodia,Not a Migrant,0,0,Stable,0,6540000,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,3,2,1
Synallaxis infuscata,Synallaxis_infuscata,Not a Migrant,0,0,Decreasing,1,31100,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Synallaxis kollari,Synallaxis_kollari,Not a Migrant,0,0,Decreasing,1,12500,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Synallaxis macconnelli,Synallaxis_macconnelli,Not a Migrant,0,0,Decreasing,1,986000,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Synallaxis maranonica,Synallaxis_maranonica,Not a Migrant,0,0,Decreasing,1,8000,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Synallaxis moesta,Synallaxis_moesta,Not a Migrant,0,0,Decreasing,1,392000,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,3,2,1
Synallaxis ruficapilla,Synallaxis_ruficapilla,Not a Migrant,0,0,Decreasing,1,1330000,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Synallaxis rutilans,Synallaxis_rutilans,Not a Migrant,0,0,Decreasing,1,6770000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Synallaxis scutata,Synallaxis_scutata,Not a Migrant,0,0,Decreasing,1,6170000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Synallaxis simoni,Synallaxis_albilora,Not a Migrant,0,0,Decreasing,1,47300,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3,2,1
Synallaxis spixi,Synallaxis_spixi,Not a Migrant,0,0,Increasing,0,2240000,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,3,2,1
Synallaxis stictothorax,Synallaxis_stictothorax,Not a Migrant,0,0,Stable,0,113000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,1
Synallaxis subpudica,Synallaxis_subpudica,Not a Migrant,0,0,Stable,0,16300,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Synallaxis tithys,Synallaxis_tithys,Not a Migrant,0,0,Decreasing,1,42500,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Synallaxis unirufa,Synallaxis_unirufa,Not a Migrant,0,0,Decreasing,1,1620000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,1
Synallaxis zimmeri,Synallaxis_zimmeri,Not a Migrant,0,0,Decreasing,1,12000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1
Syndactyla dimidiata,Syndactyla_dimidiata,Not a Migrant,0,0,Decreasing,1,1840000,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Syndactyla guttulata,Syndactyla_guttulata,Not a Migrant,0,0,Decreasing,1,40100,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Syndactyla roraimae,Syndactyla_roraimae,Not a Migrant,0,0,Stable,0,289000,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Syndactyla ruficollis,Syndactyla_ruficollis,Not a Migrant,0,0,Decreasing,1,41700,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,3,2,1
Syndactyla rufosuperciliata,Syndactyla_rufosuperciliata,Not a Migrant,0,0,Decreasing,1,6240000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Syndactyla striata,Simoxenops_striatus,Not a Migrant,0,0,Decreasing,1,132000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Syndactyla subalaris,Syndactyla_subalaris,Not a Migrant,0,0,Decreasing,1,2700000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2,1
Syndactyla ucayalae,Simoxenops_ucayalae,Not a Migrant,0,0,Decreasing,1,1320000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2,1
Synoicus adansonii,Coturnix_chinensis,Not a Migrant,0,0,Stable,0,14800000,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,3,2,2
Synoicus chinensis,Coturnix_chinensis,Not a Migrant,0,0,Stable,0,35200000,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,5,3,4
Synoicus ypsilophorus,Coturnix_ypsilophora,Nomadic,0,1,Decreasing,1,14000000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,3,2,4
Sypheotides indicus,Sypheotides_indicus,Full Migrant,1,1,Decreasing,1,520000,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,4,3,4
Syrigma sibilatrix,Syrigma_sibilatrix,Full Migrant,1,1,Stable,0,8950000,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,3,2,1
Syrmaticus ellioti,Syrmaticus_ellioti,Not a Migrant,0,0,Decreasing,1,673000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,5,3,4
Syrmaticus humiae,Syrmaticus_humiae,Not a Migrant,0,0,Decreasing,1,854000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,5,3,4
Syrmaticus mikado,Syrmaticus_mikado,Not a Migrant,0,0,Stable,0,12400,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Syrmaticus reevesii,Syrmaticus_reevesii,Not a Migrant,0,0,Decreasing,1,983000,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,4
Syrrhaptes paradoxus,Syrrhaptes_paradoxus,Full Migrant,1,1,Stable,0,8750000,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,2,1,6
Systellura decussata,Caprimulgus_longirostris,Not a Migrant,0,0,Stable,0,472000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,3,2,1
Systellura longirostris,Caprimulgus_longirostris,Full Migrant,1,1,Stable,0,19700000,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,3,2,1
Systellura roraimae,Caprimulgus_longirostris,Not a Migrant,0,0,Decreasing,1,307000,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,3,2,1
Taccocua leschenaultii,Phaenicophaeus_leschenaultii,Not a Migrant,0,0,Decreasing,1,3960000,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,5,3,4
Tachornis furcata,Tachornis_furcata,Not a Migrant,0,0,Decreasing,1,56400,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Tachornis phoenicobia,Tachornis_phoenicobia,Not a Migrant,0,0,Stable,0,569000,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,2,1
Tachornis squamata,Tachornis_squamata,Not a Migrant,0,0,Stable,0,10500000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,3,2,1
Tachuris rubrigastra,Tachuris_rubrigastra,Full Migrant,1,1,Stable,0,6920000,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,1
Tachybaptus dominicus,Tachybaptus_dominicus,Not a Migrant,0,0,Stable,0,27000000,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,3,1
Tachybaptus pelzelnii,Tachybaptus_pelzelnii,Not a Migrant,0,0,Decreasing,1,689000,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,3,2,2
Tachycineta albilinea,Tachycineta_albilinea,Not a Migrant,0,0,Decreasing,1,3170000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,5,3,1
Tachycineta albiventer,Tachycineta_albiventer,Full Migrant,1,1,Stable,0,14400000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,3,2,1
Tachycineta bicolor,Tachycineta_bicolor,Full Migrant,1,1,Decreasing,1,19200000,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,2,1,5
Tachycineta cyaneoviridis,Tachycineta_cyaneoviridis,Full Migrant,1,1,Decreasing,1,49800,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,3,2,1
Tachycineta euchrysea,Tachycineta_euchrysea,Not a Migrant,0,0,Decreasing,1,35200,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,3,2,1
Tachycineta leucorrhoa,Tachycineta_leucorrhoa,Full Migrant,1,1,Increasing,0,5580000,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,3,2,1
Tachycineta meyeni,Tachycineta_meyeni,Full Migrant,1,1,Increasing,0,2160000,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,3,2,1
Tachycineta stolzmanni,Tachycineta_stolzmanni,Not a Migrant,0,0,Stable,0,70400,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,3,2,1
Tachycineta thalassina,Tachycineta_thalassina,Full Migrant,1,1,Decreasing,1,10900000,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,5,3,5
Tachyeres patachonicus,Tachyeres_patachonicus,Full Migrant,1,1,Decreasing,1,1610000,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,1
Tachymarptis aequatorialis,Tachymarptis_aequatorialis,Full Migrant,1,1,Stable,0,16700000,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,3,2,2
Tachyphonus coronatus,Tachyphonus_coronatus,Not a Migrant,0,0,Stable,0,1950000,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Tachyphonus phoenicius,Tachyphonus_phoenicius,Not a Migrant,0,0,Stable,0,5350000,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,1
Tachyphonus rufus,Tachyphonus_rufus,Not a Migrant,0,0,Stable,0,15500000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,3,2,1
Tadorna cana,Tadorna_cana,Full Migrant,1,1,Decreasing,1,2160000,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,3,2,2
Tadorna ferruginea,Tadorna_ferruginea,Full Migrant,1,1,Increasing,0,43100000,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,5,3,6
Tadorna tadorna,Tadorna_tadorna,Full Migrant,1,1,Increasing,0,31600000,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,5,3,6
Tadorna tadornoides,Tadorna_tadornoides,Not a Migrant,0,0,Increasing,0,12300000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,3,2,4
Tadorna variegata,Tadorna_variegata,Not a Migrant,0,0,Stable,0,670000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,2,4
Taeniopygia bichenovii,Taeniopygia_bichenovii,Not a Migrant,0,0,Stable,0,5450000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,3,2,4
Taeniopygia castanotis,Taeniopygia_guttata,Not a Migrant,0,0,Stable,0,7510000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,3,2,4
Taeniopygia guttata,Taeniopygia_guttata,Not a Migrant,0,0,Stable,0,308000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,3,2,4
Taeniotriccus andrei,Taeniotriccus_andrei,Not a Migrant,0,0,Decreasing,1,2590000,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Talegalla cuvieri,Talegalla_cuvieri,Not a Migrant,0,0,Decreasing,1,237000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Talegalla fuscirostris,Talegalla_fuscirostris,Not a Migrant,0,0,Decreasing,1,694000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Talegalla jobiensis,Talegalla_jobiensis,Not a Migrant,0,0,Decreasing,1,500000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Tangara abbas,Thraupis_abbas,Not a Migrant,0,0,Increasing,0,1330000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5,3,1
Tangara argentea,Tangara_cyanoptera,Not a Migrant,0,0,Decreasing,1,307000,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Tangara argyrofenges,Tangara_argyrofenges,Not a Migrant,0,0,Decreasing,1,503000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Tangara arthus,Tangara_arthus,Not a Migrant,0,0,Decreasing,1,102000,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Tangara atrocoerulea,Tangara_vassorii,Not a Migrant,0,0,Decreasing,1,228000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Tangara aurulenta,Tangara_arthus,Not a Migrant,0,0,Decreasing,1,2700000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Tangara brasiliensis,Tangara_mexicana,Not a Migrant,0,0,Decreasing,1,419000,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Tangara cabanisi,Tangara_cabanisi,Not a Migrant,0,0,Decreasing,1,10000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Tangara callophrys,Tangara_callophrys,Not a Migrant,0,0,Decreasing,1,1520000,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Tangara cayana,Tangara_cayana,Not a Migrant,0,0,Stable,0,5480000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,3,2,1
Tangara chilensis,Tangara_chilensis,Not a Migrant,0,0,Decreasing,1,6380000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Tangara chrysotis,Tangara_chrysotis,Not a Migrant,0,0,Decreasing,1,1110000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Tangara cucullata,Tangara_cucullata,Not a Migrant,0,0,Stable,0,370,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Tangara cyanicollis,Tangara_cyanicollis,Not a Migrant,0,0,Stable,0,7610000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,3,2,1
Tangara cyanocephala,Tangara_cyanocephala,Not a Migrant,0,0,Stable,0,2610000,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,3,2,1
Tangara cyanomelas,Tangara_mexicana,Not a Migrant,0,0,Decreasing,1,392000,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Tangara cyanoptera,Tangara_cyanoptera,Not a Migrant,0,0,Decreasing,1,954000,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Tangara cyanotis,Tangara_cyanotis,Not a Migrant,0,0,Decreasing,1,1210000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Tangara cyanoventris,Tangara_cyanoventris,Not a Migrant,0,0,Decreasing,1,759000,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Tangara desmaresti,Tangara_desmaresti,Not a Migrant,0,0,Stable,0,445000,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Tangara dowii,Tangara_dowii,Not a Migrant,0,0,Decreasing,1,29100,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Tangara episcopus,Thraupis_episcopus,Not a Migrant,0,0,Increasing,0,13100000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,5,3,1
